number;ao;institution;odh_name;odh_id;address_hint;container_count;placement_type;geometry_status
347;САО;"ГБУ ""Автомобильные дороги САО""";Магистральный пер.;2890359;Магистральный пер. д.5 А;1;особо значимые участки;no_odh_geometry_match
348;САО;"ГБУ ""Автомобильные дороги САО""";местный проезд к Ледовому дворцу;10002649;Ходынский бульвар д.3;1;особо значимые участки;odh_geometry_proxy
349;САО;"ГБУ ""Автомобильные дороги САО""";ТПУ Аэропорт (Хорошевский район);3476410;Ленинградский проспект, 47с1;1;особо значимые участки;no_odh_geometry_match
350;САО;"ГБУ ""Автомобильные дороги САО""";ул. Викторенко, д.2/1;3476410;ул. Острякова 1/2;1;особо значимые участки;no_odh_geometry_match
351;САО;"ГБУ ""Автомобильные дороги САО""";улица Полины Осипенко (пр.пр № 5489);10002656;улица Полины Осипенко (пр.пр № 5489) д.58;1;особо значимые участки;odh_geometry_proxy
352;САО;"ГБУ ""Автомобильные дороги САО""";Хорошёвский тупик;2271155;Хорошёвский шоссе 64 А с.2;1;особо значимые участки;no_odh_geometry_match
353;САО;"ГБУ ""Автомобильные дороги САО""";Третий пересадочный контур, станция Ходынское поле (ЦСК);3476410;Станция метро ЦСКА (1 Выход);1;особо значимые участки;no_odh_geometry_match
354;САО;"ГБУ ""Автомобильные дороги САО""";ул. Дубнинская;3476410;ул.Дубнинская дом 10 корп.1 (пересечение с Дегунинским проездом);2;особо значимые участки;no_odh_geometry_match
355;САО;"ГБУ ""Автомобильные дороги САО""";ул. Дубнинская;3476410;ул.Дубнинская дом 16 корп.1 (у школы №183);1;особо значимые участки;no_odh_geometry_match
356;САО;"ГБУ ""Автомобильные дороги САО""";ул. Дубнинская;3476410;ул. Дубнинская д.85 (ООТ Керамический проезд);1;особо значимые участки;no_odh_geometry_match
357;САО;"ГБУ ""Автомобильные дороги САО""";ул. Дубнинская;3476410;ул.Дубнинская д.38 к.1 (ООТ Микрорайон Дубки);1;особо значимые участки;no_odh_geometry_match
358;САО;"ГБУ ""Автомобильные дороги САО""";ул. Дубнинская;3476410;ТПУ Лианозово;1;особо значимые участки;no_odh_geometry_match
359;САО;"ГБУ ""Автомобильные дороги САО""";ул. Петрозоводская д.7;3476410;ул. Петрозоводская д.7;1;у социально значимых объектах;no_odh_geometry_match
360;САО;"ГБУ ""Автомобильные дороги САО""";Прибрежный проезд д.10;4136841;Прибрежный проезд д.10;1;у социально значимых объектах;no_odh_geometry_match
361;САО;"ГБУ ""Автомобильные дороги САО""";ул. Смольная д.53;3476410;ул. Смольная д.53;1;у социально значимых объектах;no_odh_geometry_match
362;САО;"ГБУ ""Автомобильные дороги САО""";м. Полежаевская;2890359;м. Полежаевская;1;у социально значимых объектах;no_odh_geometry_match
363;САО;"ГБУ ""Автомобильные дороги САО""";м. Динамо;2890359;м. Динамо;1;у социально значимых объектах;no_odh_geometry_match
364;САО;"ГБУ ""Автомобильные дороги САО""";ул. 5-я Магистральная д.21А;3476410;ул. 5-я Магистральная д.21А;1;у социально значимых объектах;no_odh_geometry_match
365;САО;"ГБУ ""Автомобильные дороги САО""";Бескудниковский бульвар д.20 к.5;10002175;Бескудниковский бульвар д.20 к.5;1;у социально значимых объектах;odh_geometry_proxy
366;САО;"ГБУ ""Автомобильные дороги САО""";ул. Лобненская д.20;3476410;ул. Лобненская д.20;1;у социально значимых объектах;no_odh_geometry_match
367;САО;"ГБУ ""Автомобильные дороги САО""";1-й Балтийский пер., д. 3/25;10002606;1-й Балтийский пер., д. 3/25;1;у социально значимых объектах;odh_geometry_proxy
368;САО;"ГБУ ""Автомобильные дороги САО""";ул. Часовая, д. 19Б;3476410;ул. Часовая, д. 19Б;1;у социально значимых объектах;no_odh_geometry_match
369;САО;"ГБУ ""Автомобильные дороги САО""";ул. Верхняя Масловка, д. 1А;3476410;ул. Верхняя Масловка, д. 1А;1;у социально значимых объектах;no_odh_geometry_match
370;САО;"ГБУ ""Автомобильные дороги САО""";ул. Пилота Нестерова, д. 3, корп. 3;3476410;ул. Пилота Нестерова, д. 3, корп. 3;1;у социально значимых объектах;no_odh_geometry_match
371;САО;"ГБУ ""Автомобильные дороги САО""";Новый Зыковский пр-д, вл. 4, стр. 1;2890359;Новый Зыковский пр-д, вл. 4, стр. 1;1;у социально значимых объектах;no_odh_geometry_match
372;САО;"ГБУ ""Жилищник района Беговой""";1-й Боткинский проезд, 9;10006106;1-й Боткинский проезд, 9;1;у социально значимых объектах;odh_geometry_proxy
373;САО;"ГБУ ""Автомобильные дороги САО""";3-я Ямского поля, 17;11356751;3-я Ямского поля, 17;1;у социально значимых объектах;no_odh_geometry_match
374;САО;"ГБУ ""Автомобильные дороги САО""";Беговой проезд, 11;10002175;Беговой проезд, 11;1;у социально значимых объектах;odh_geometry_proxy
375;САО;"ГБУ ""Автомобильные дороги САО""";Скаковая улица, 20с4;4136841;Скаковая улица, 20с4;1;у социально значимых объектах;no_odh_geometry_match
376;САО;"ГБУ ""Жилищник района Беговой""";Ленинградский проспект, 33к1 (Грушевая аллея);2890359;Ленинградский проспект, 33к1 (Грушевая аллея);1;у социально значимых объектах;no_odh_geometry_match
377;САО;"ГБУ ""Автомобильные дороги САО""";Дубнинская ул., д.7;697450;Дубнинская ул., д.7;1;у социально значимых объектах;no_odh_geometry_match
378;САО;"ГБУ ""Автомобильные дороги САО""";Дубнинская ул., д.33А;697450;Дубнинская ул., д.33А;1;у социально значимых объектах;no_odh_geometry_match
379;САО;"ГБУ ""Автомобильные дороги САО""";Дубнинская ул., д.41;697450;Дубнинская ул., д.41;1;у социально значимых объектах;no_odh_geometry_match
380;САО;"ГБУ ""Автомобильные дороги САО""";Дубнинская ул., д.49;697450;Дубнинская ул., д.49;1;у социально значимых объектах;no_odh_geometry_match
381;САО;"ГБУ ""Автомобильные дороги САО""";Бескудниковский пр-д.,4Б;10002175;Бескудниковский пр-д.,4Б;1;у социально значимых объектах;odh_geometry_proxy
382;САО;"ГБУ ""Жилищник района Войковский""";Улица Зои и Александра Космодемьянских, 3 к1;3476410;Улица Зои и Александра Космодемьянских, 3 к1;1;у социально значимых объектах;no_odh_geometry_match
383;САО;"ГБУ ""Жилищник района Войковский""";Улица Зои и Александра Космодемьянских, 7 к2;3476410;Улица Зои и Александра Космодемьянских, 7 к2;1;у социально значимых объектах;no_odh_geometry_match
384;САО;"ГБУ ""Жилищник района Войковский""";5-й Войковский проезд, 12;753913983;5-й Войковский проезд, 12;1;у социально значимых объектах;odh_geometry_proxy
385;САО;"ГБУ ""Жилищник района Войковский""";Улица Зои и Александра Космодемьянских, 4а;3476410;Улица Зои и Александра Космодемьянских, 4а;1;у социально значимых объектах;no_odh_geometry_match
386;САО;"ГБУ ""Жилищник района Войковский""";Улица Нарвская, 1а к8;3476410;Улица Нарвская, 1а к8;1;у социально значимых объектах;no_odh_geometry_match
387;САО;"ГБУ ""Жилищник района Восточное Дегунино""";Керамический пр., 47А;2275130;Керамический пр., 47А;1;у социально значимых объектах;no_odh_geometry_match
388;САО;"ГБУ ""Автомобильные дороги САО""";Ленинградское ш.88;2890359;Ленинградское ш.88;1;у социально значимых объектах;no_odh_geometry_match
389;САО;"ГБУ ""Автомобильные дороги САО""";Конаковский проезд 4к2;2275130;Конаковский проезд 4к2;1;у социально значимых объектах;no_odh_geometry_match
390;САО;"ГБУ ""Автомобильные дороги САО""";2-й Лихачевский д8;10002650;2-й Лихачевский д8;1;у социально значимых объектах;odh_geometry_proxy
391;САО;"ГБУ ""Автомобильные дороги САО""";Кронштадский бульвар 24к1;2275130;Кронштадский бульвар 24к1;1;у социально значимых объектах;no_odh_geometry_match
392;САО;"ГБУ ""Жилищник района Головинский""";1-й Лихачевский 4к2;340324717;1-й Лихачевский 4к2;1;у социально значимых объектах;no_odh_geometry_match
393;САО;"ГБУ ""Автомобильные дороги САО""";"Подъезд к кинотеатру ""Волга""";4136841;"Подъезд к кинотеатру ""Волга""";1;у социально значимых объектах;no_odh_geometry_match
394;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от ул. Софьи Ковалевской к дет саду № 1268;10005160;Проезд от ул. Софьи Ковалевской к дет саду № 1268;1;у социально значимых объектах;odh_geometry_proxy
395;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от ул. С. Ковалевской до ул. Лобненская, 9Ас1 (к зданию мировых судей);708071607;Проезд от ул. С. Ковалевской до ул. Лобненская, 9Ас1 (к зданию мировых судей);1;у социально значимых объектах;odh_geometry_proxy
396;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от Ангарской улицы до улицы С.Ковалевской;10002453;Проезд от Ангарской улицы до улицы С.Ковалевской;1;у социально значимых объектах;odh_geometry_proxy
397;САО;"ГБУ ""Автомобильные дороги САО""";Площадка на пересечении ул. Лобненская и Дмитровского ш.;708061019;Площадка на пересечении ул. Лобненская и Дмитровского ш.;1;у социально значимых объектах;odh_geometry_proxy
398;САО;"ГБУ ""Жилищник района Западное Дегунино""";Дегунинская 8А;446185;Дегунинская 8А;1;у социально значимых объектах;no_odh_geometry_match
399;САО;"ГБУ ""Жилищник района Западное Дегунино""";Талдомская 2;3476410;Талдомская 2;1;у социально значимых объектах;no_odh_geometry_match
400;САО;"ГБУ ""Жилищник района Западное Дегунино""";Сусанина Ивана;3476410;Сусанина Ивана;1;у социально значимых объектах;no_odh_geometry_match
401;САО;"ГБУ ""Автомобильные дороги САО""";проезд Черепановых д.72;4136841;проезд Черепановых д.72;1;у социально значимых объектах;no_odh_geometry_match
402;САО;"ГБУ ""Автомобильные дороги САО""";проезд Черепановых д.20;4136841;проезд Черепановых д.20;1;у социально значимых объектах;no_odh_geometry_match
403;САО;"ГБУ ""Автомобильные дороги САО""";Лихоборские бугры д.9;2890359;Лихоборские бугры д.9;1;у социально значимых объектах;no_odh_geometry_match
404;САО;"ГБУ ""Автомобильные дороги САО""";Детская инфекционная больница №6;4119461;Детская инфекционная больница №6;1;у социально значимых объектах;no_odh_geometry_match
405;САО;"ГБУ ""Жилищник района Коптево""";Бульвар матроса Железняка д.10;10002175;Бульвар матроса Железняка д.10;1;у социально значимых объектах;odh_geometry_proxy
406;САО;"ГБУ ""Автомобильные дороги САО""";Валдайский проезд;10002175;Валдайский проезд;1;у социально значимых объектах;odh_geometry_proxy
407;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от Валдайского проезда до Прибрежного проезда;10006106;Проезд от Валдайского проезда до Прибрежного проезда;1;у социально значимых объектах;odh_geometry_proxy
408;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от Валдайского проезда до Смольной улицы;12344839;Проезд от Валдайского проезда до Смольной улицы;1;у социально значимых объектах;odh_geometry_proxy
409;САО;"ГБУ ""Автомобильные дороги САО""";Валдайский проезд;10002175;Валдайский проезд;1;у социально значимых объектах;odh_geometry_proxy
410;САО;"ГБУ ""Автомобильные дороги САО""";Проезд от Валдайского проезда до Левобережной улицы;10002489;Проезд от Валдайского проезда до Левобережной улицы;1;у социально значимых объектах;odh_geometry_proxy
411;САО;"ГБУ ""Автомобильные дороги САО""";Полтавская ул., д.18;4136841;Полтавская ул., д.18;1;у социально значимых объектах;no_odh_geometry_match
412;САО;"ГБУ ""Автомобильные дороги САО""";Вятская ул., д.78, стр.3;446185;Вятская ул., д.78, стр.3;1;у социально значимых объектах;no_odh_geometry_match
413;САО;"ГБУ ""Жилищник района Савеловский""";Юннатов ул., д.22;4120413;Юннатов ул., д.22;1;у социально значимых объектах;no_odh_geometry_match
414;САО;"ГБУ ""Жилищник района Савеловский""";8 Марта ул., д.6А, стр.2;753913983;8 Марта ул., д.6А, стр.2;1;у социально значимых объектах;odh_geometry_proxy
415;САО;"ГБУ ""Автомобильные дороги САО""";Полтавская ул., д.35;4136841;Полтавская ул., д.35;1;у социально значимых объектах;no_odh_geometry_match
416;САО;"ГБУ ""Автомобильные дороги САО""";Врубеля дом 6;446185;Врубеля дом 6;1;у социально значимых объектах;no_odh_geometry_match
417;САО;"ГБУ ""Автомобильные дороги САО""";улица Левитана, 3А;3476410;улица Левитана, 3А;1;у социально значимых объектах;no_odh_geometry_match
418;САО;"ГБУ ""Автомобильные дороги САО""";улица Сальвадора Альенде, 9;3476410;улица Сальвадора Альенде, 9;1;у социально значимых объектах;no_odh_geometry_match
419;САО;"ГБУ ""Автомобильные дороги САО""";Песчаная улица, 7;2890359;Песчаная улица, 7;1;у социально значимых объектах;no_odh_geometry_match
420;САО;"ГБУ ""Автомобильные дороги САО""";Дубосековская улица, 3;697450;Дубосековская улица, 3;1;у социально значимых объектах;no_odh_geometry_match
421;САО;"ГБУ ""Автомобильные дороги САО""";Дмитровский пр;4119461;Дмитровский пр;1;у социально значимых объектах;no_odh_geometry_match
422;САО;"ГБУ ""Автомобильные дороги САО""";Красностуденческий пр;2275130;Красностуденческий пр;1;у социально значимых объектах;no_odh_geometry_match
423;САО;"ГБУ ""Автомобильные дороги САО""";ул. Вучетича;3476410;ул. Вучетича;1;у социально значимых объектах;no_odh_geometry_match
424;САО;"ГБУ ""Автомобильные дороги САО""";ул. Вучетича;3476410;ул. Вучетича;1;у социально значимых объектах;no_odh_geometry_match
425;САО;"ГБУ ""Автомобильные дороги САО""";ул. Костякова;3476410;ул. Костякова;1;у социально значимых объектах;no_odh_geometry_match
426;САО;"ГБУ ""Автомобильные дороги САО""";Клинская  на против д. 3;2275130;Клинская  на против д. 3;1;у социально значимых объектах;no_odh_geometry_match
427;САО;"ГБУ ""Жилищник района Ховрино""";Фестивальная ул. 8;3476410;Фестивальная ул. 8;1;у социально значимых объектах;no_odh_geometry_match
428;САО;"ГБУ ""Автомобильные дороги САО""";Зеленоградская ул.;697450;Зеленоградская ул.;1;у социально значимых объектах;no_odh_geometry_match
429;САО;"ГБУ ""Жилищник района Хорошевский""";3-й Ходынский проезд;10002443;3-й Ходынский проезд;1;у социально значимых объектах;odh_geometry_proxy
430;САО;"ГБУ ""Жилищник района Хорошевский""";Проезд № 1 от ул. Зорге до ул. Куусинена;4136841;Проезд № 1 от ул. Зорге до ул. Куусинена;1;у социально значимых объектах;no_odh_geometry_match
431;САО;"ГБУ ""Автомобильные дороги САО""";ул. Веры Волошиной;3476410;ул. Веры Волошиной;1;у социально значимых объектах;no_odh_geometry_match
432;САО;"ГБУ ""Автомобильные дороги САО""";4-й Ходынский;753913983;4-й Ходынский;1;у социально значимых объектах;odh_geometry_proxy
433;САО;"ГБУ ""Автомобильные дороги САО""";Проезд № 5 от ул. Зорге до ул. Куусинена;4136841;Проезд № 5 от ул. Зорге до ул. Куусинена;1;у социально значимых объектах;no_odh_geometry_match
434;САО;"ГБУ ""Жилищник Молжаниновского района """;Проезд и автостоянка у кладбища (Комсомольская улица);4136841;Проезд и автостоянка у кладбища (Комсомольская улица);1;у социально значимых объектах;no_odh_geometry_match
435;САО;"ГБУ ""Жилищник Молжаниновского района """;1-я Сестрорецкая улица;750996852;1-я Сестрорецкая улица;1;у социально значимых объектах;no_odh_geometry_match
